SourcePort,TargetPort,Risk,SourcePortName,TargetPortName,SourceCountry,TargetCountry,SourceLat,SourceLon,TargetLat,TargetLon,Freq,SourceTemp,TargetTemp,SourceSal,TargetSal
5241,5955,0.0771904202698,Murmansk,Igarka,RUS,RUS,68.96667,33.08333,67.5,86.66667,6,3.37,0.14,6.55,0
5241,3960,0.804733002042,Murmansk,Dudinka,RUS,RUS,68.96667,33.08333,69.4,86.16667,140,3.37,0,6.55,0
2378,1220,0.000237809598517,Vopnafjordur,Hafnarfjordur,ISL,ISL,65.75,-14.81667,64.06667,-21.91667,1,4.04,6.52,34.5,34.7
5610,1220,0.000199336087958,Straumsvik,Hafnarfjordur,ISL,ISL,64.05,-22.05,64.06667,-21.91667,3,7.39,6.52,34.7,34.7
4158,2623,5.87706922257e-05,Faskrudhsfjordur,Vestmannaeyjar,ISL,ISL,64.9295,-14.0119,63.43333,-20.26667,6,6.015,8.51,34.471,34.93
4539,1205,0.000349951581864,Akutan,King Cove,USA,USA,54.13333,-165.75,55.03333,-162.31667,1,5.9,5.42,32.1,31.57
3469,5082,0.483412432409,Hammerfest,Tromso,NOR,NOR,70.66667,23.66667,69.65,18.96667,1514,6.16,4.14,34.44,12.35
5082,1060,0.00024270697263,Tromso,Lodingen,NOR,NOR,69.65,18.96667,68.41667,16,1,4.14,7.02,12.35,33.47
3043,1840,0.000173523177979,Uunarteq,Ittoqqortoormiit,GRL,GRL,70.5,-21.8333,70.4852,-21.9667,1,-1.206,-1.206,30.322,30.322
1563,6188,8.87754939148e-05,Thorlakshofn,Helguvik,ISL,ISL,63.85,-21.33333,64.38333,-21.46667,1,5.96,4.85,34.84,19.36
7714,7820,0.00016671923685,Nerlerit Innat,Tasiusaq,GRL,GRL,70.73333,-22.63333,73.36667,-56.06667,1,0.05,0.95,33.17,32.67
5066,5082,0.482727446768,Harstad,Tromso,NOR,NOR,68.8,16.55,69.65,18.96667,2750,7,4.14,33.69,12.35
1301,53,8.83729629179e-05,Narsaq,Grundartangi,GRL,ISL,60.9,-45.98333,64.35,-21.78333,1,2.83,5.13,14.58,24.33
1301,464,0.000281752536933,Narsaq,Sisimiut,GRL,GRL,60.9,-45.98333,66.95,-53.68333,1,2.83,1.69,14.58,33.1
4539,5494,0.0312474287477,Akutan,Dutch Hbr.,USA,USA,54.13333,-165.75,53.9,-166.53333,116,5.9,5.94,32.1,32.51
1222,3135,0.00117889823464,Kangilinnguit,Paamiut,GRL,GRL,61.2,-48.1,62,-49.66667,5,4.12,0.06,32.39,32.69
3621,4602,0.000126081227247,Grindavik,Neskaupstadur,ISL,ISL,63.83333,-22.43333,65.15,-13.68333,6,7.22,4.59,34.68,34.3
2378,3218,0.00109794373537,Vopnafjordur,Reykjavik,ISL,ISL,65.75,-14.81667,64.14972,-21.9475,7,4.04,6.52,34.5,34.7
604,1220,0.000749533075208,Isafjordur,Hafnarfjordur,ISL,ISL,66.08333,-23.1,64.06667,-21.91667,4,5.31,6.52,34.49,34.7
5241,2623,0.000222576011408,Murmansk,Vestmannaeyjar,RUS,ISL,68.96667,33.08333,63.43333,-20.26667,1,3.37,8.51,6.55,34.93
53,4233,9.27233458942e-05,Grundartangi,Dalvik,ISL,ISL,64.35,-21.78333,65.96667,-18.51667,1,5.13,4.04,24.33,34.41
3160,1142,8.87754939148e-05,Breidhdalsvik,Torshavn,ISL,FRO,64.73333,-13.98333,62,-6.75,1,4.18,8.39,34.73,35.17
6190,1563,0.000361603432427,Hofn,Thorlakshofn,ISL,ISL,64.26667,-15.21667,63.85,-21.33333,1,6.51,5.96,34.84,34.84
1235,875,6.92311788208e-05,Eskifjordur,Thorshofn,ISL,ISL,65.08333,-13.98333,66.2,-15.33333,1,4.24,4.79,34.53,34.34
430,4317,0.000120212095568,Batsfjord,Svolvaer,NOR,NOR,70.63333,29.73333,68.23333,14.56667,1,3.39,6.05,34.76,32.82
7859,2051,0.000241656536236,Moriusaq,Savissivik,GRL,GRL,76.73333,69.6,76.03333,-64.85,1,-0.68,-0.08,30.08,32.71
5066,1128,0.000131614897106,Harstad,Sorreisa,NOR,NOR,68.8,16.55,69.13333,18.13333,1,7,3.37,33.69,4.3
5066,5435,0.000952421352299,Harstad,Vadso,NOR,NOR,68.8,16.55,70.06667,29.73333,1,7,3.33,33.69,33.81
5082,2623,0.000460725133117,Tromso,Vestmannaeyjar,NOR,ISL,69.65,18.96667,63.43333,-20.26667,2,4.14,8.51,12.35,34.93
4233,3621,0.00018003880756,Dalvik,Grindavik,ISL,ISL,65.96667,-18.51667,63.83333,-22.43333,2,4.04,7.22,34.41,34.68
374,173,0.0513474137641,Hammerfall,Glomfjord,NOR,NOR,67.41667,15.53333,66.81667,13.61667,4,4.7,7.52,10.27,17.19
5066,3986,0.000320882379604,Harstad,Stokmarknes,NOR,NOR,68.8,16.55,68.56667,14.91667,3,7,5.96,33.69,32.78
1671,2623,9.27233458942e-05,Akranes,Vestmannaeyjar,ISL,ISL,64.31667,-22.08333,63.43333,-20.26667,1,7.29,8.51,34.65,34.93
1142,1220,0.00120138698657,Torshavn,Hafnarfjordur,FRO,ISL,62,-6.75,64.06667,-21.91667,7,8.39,6.52,35.17,34.7
3469,9221,0.000234388726583,Hammerfest,Mehamn,NOR,NOR,70.66667,23.66667,71,27.83333,2,6.16,5.87,34.44,34.4
1907,4729,0.000336169781853,Bodo,Narvik,NOR,NOR,67.28333,14.38333,68.43333,17.43333,2,7.04,3.55,32.78,4.16
7900,9482,8.72934128584e-05,Skali,Hvalvik,FRO,FRO,62.15,-6.76667,62.18333,-7,1,8.39,7.45,35.18,35.19
9482,7900,0.000171885932267,Hvalvik,Skali,FRO,FRO,62.18333,-7,62.15,-6.76667,1,7.45,8.39,35.19,35.18
374,53,0.0168383261436,Hammerfall,Grundartangi,NOR,ISL,67.41667,15.53333,64.35,-21.78333,2,4.7,5.13,10.27,24.33
2395,1220,0.000621052674123,Grundarfjordur,Hafnarfjordur,ISL,ISL,64.91667,-23.21667,64.06667,-21.91667,6,5.29,6.52,33.95,34.7
2654,93,0.0468337041945,Reydharfjordur,Kollafjordur,ISL,FRO,65.0333,-14.2167,62.11667,-6.9,32,6.015,7.71,34.471,35.18
1563,2395,0.000116738192464,Thorlakshofn,Grundarfjordur,ISL,ISL,63.85,-21.33333,64.91667,-23.21667,1,5.96,5.29,34.84,33.95
4364,2548,0.000415485447323,Kirkenes,Akureyri,NOR,ISL,69.73333,30.05,65.68333,-18.05,2,5.23,4.9,16.25,18.37
93,4602,0.000187683218978,Kollafjordur,Neskaupstadur,FRO,ISL,62.11667,-6.9,65.15,-13.68333,1,7.71,4.59,35.18,34.3
1142,875,0.000881149450625,Torshavn,Thorshofn,FRO,ISL,62,-6.75,66.2,-15.33333,3,8.39,4.79,35.17,34.34
6188,3218,0.00223786247992,Helguvik,Reykjavik,ISL,ISL,64.38333,-21.46667,64.14972,-21.9475,22,4.85,6.52,19.36,34.7
225,113,0.000164738835782,Narsarsuaq,Qaqortoq,GRL,GRL,61.15,-45.43333,60.71667,-46.03333,2,3.15,1.29,15.34,32.22
6190,2395,0.0013898298939,Hofn,Grundarfjordur,ISL,ISL,64.26667,-15.21667,64.91667,-23.21667,5,6.51,5.29,34.84,33.95
4364,8652,0.000225767614953,Kirkenes,Myre,NOR,NOR,69.73333,30.05,69.08333,15.95,1,5.23,7.22,16.25,33.99
5241,5066,0.0509854284092,Murmansk,Harstad,RUS,NOR,68.96667,33.08333,68.8,16.55,2,3.37,7,6.55,33.69
5082,3469,0.447617642306,Tromso,Hammerfest,NOR,NOR,69.65,18.96667,70.66667,23.66667,1583,4.14,6.16,12.35,34.44
4236,3469,9.04062668513e-05,Melbu,Hammerfest,NOR,NOR,68.5,14.8,70.66667,23.66667,1,5.48,6.16,32.78,34.44
2186,7714,0.000293251076096,Nuuk,Nerlerit Innat,GRL,GRL,64.16667,-51.73333,70.73333,-22.63333,1,1.37,0.05,32.31,33.17
1563,4158,0.000191469203168,Thorlakshofn,Faskrudhsfjordur,ISL,ISL,63.85,-21.33333,64.9295,-14.0119,2,5.96,6.015,34.84,34.471
1220,5241,2.74621815437e-05,Hafnarfjordur,Murmansk,ISL,RUS,64.06667,-21.91667,68.96667,33.08333,2,6.52,3.37,34.7,6.55
1659,102,0.00115508336696,Maniitsoq,Aasiaat,GRL,GRL,65.41667,-52.9,68.71667,-52.88333,4,1.42,1.55,32.9,33.33
1205,4539,0.000839504140319,King Cove,Akutan,USA,USA,55.03333,-162.31667,54.13333,-165.75,4,5.42,5.9,31.57,32.1
2186,5504,0.000293251076096,Nuuk,Qaanaaq,GRL,GRL,64.16667,-51.73333,77.46667,-69.21667,1,1.37,0,32.31,32.79
225,3760,0.00318667317041,Narsarsuaq,Goose Bay,GRL,CAN,61.15,-45.43333,53.35,-60.41667,1,3.15,2.9,15.34,0
3509,4364,0.00116091588705,North Cape,Kirkenes,NOR,NOR,71.16667,25.76667,69.73333,30.05,3,6.01,5.23,34.42,16.25
1711,2186,0.000237765268051,Bolungavik,Nuuk,ISL,GRL,66.16667,-23.23333,64.16667,-51.73333,1,5.31,1.37,34.49,32.31
6174,5082,0.00012900874753,Balsfjord,Tromso,NOR,NOR,69.31667,19.35,69.65,18.96667,1,3.21,4.14,0.24,12.35
464,1659,0.00202549550296,Sisimiut,Maniitsoq,GRL,GRL,66.95,-53.68333,65.41667,-52.9,7,1.69,1.42,33.1,32.9
2623,2661,8.87754939148e-05,Vestmannaeyjar,Hvammstangi,ISL,ISL,63.43333,-20.26667,65.4,-20.95,1,8.51,4.11,34.93,34.19
3218,113,0.00981017936639,Reykjavik,Qaqortoq,ISL,GRL,64.14972,-21.9475,60.71667,-46.03333,21,6.52,1.29,34.7,32.22
2684,5504,0.000246538322094,Upernavik,Qaanaaq,GRL,GRL,72.78333,-56.15,77.46667,-69.21667,1,1.12,0,32.87,32.79
4539,9516,0.00035377969379,Akutan,Unalaska,USA,USA,54.13333,-165.75,53.85,-166.51667,1,5.9,5.91,32.1,32.51
7820,113,8.23446080365e-05,Tasiusaq,Qaqortoq,GRL,GRL,73.36667,-56.06667,60.71667,-46.03333,1,0.95,1.29,32.67,32.22
1142,2395,0.000312607621758,Torshavn,Grundarfjordur,FRO,ISL,62,-6.75,64.91667,-23.21667,1,8.39,5.29,35.17,33.95
3621,1142,0.00155704974534,Grindavik,Torshavn,ISL,FRO,63.83333,-22.43333,62,-6.75,1,7.22,8.39,34.68,35.17
3218,4729,0.045917707442,Reykjavik,Narvik,ISL,NOR,64.14972,-21.9475,68.43333,17.43333,2,6.52,3.55,34.7,4.16
1142,9482,0.000583731501582,Torshavn,Hvalvik,FRO,FRO,62,-6.75,62.18333,-7,6,8.39,7.45,35.17,35.19
1840,7820,0.000160182082069,Ittoqqortoormiit,Tasiusaq,GRL,GRL,70.4852,-21.9667,73.36667,-56.06667,1,-1.206,0.95,30.322,32.67
3986,2378,0.0003520236668,Stokmarknes,Vopnafjordur,NOR,ISL,68.56667,14.91667,65.75,-14.81667,3,5.96,4.04,32.78,34.5
173,53,0.0772023881525,Glomfjord,Grundartangi,NOR,ISL,66.81667,13.61667,64.35,-21.78333,9,7.52,5.13,17.19,24.33
1220,3469,0.000434926848408,Hafnarfjordur,Hammerfest,ISL,NOR,64.06667,-21.91667,70.66667,23.66667,2,6.52,6.16,34.7,34.44
5082,2422,0.000323566088666,Tromso,Hofdhakaupstadur,NOR,ISL,69.65,18.96667,65.83333,-20.31667,2,4.14,4.47,12.35,34.37
2623,6190,0.00104555518861,Vestmannaeyjar,Hofn,ISL,ISL,63.43333,-20.26667,64.26667,-15.21667,4,8.51,6.51,34.93,34.84
4364,4414,0.0052879903511,Kirkenes,Honningsvaag,NOR,NOR,69.73333,30.05,70.98333,25.98333,11,5.23,6.02,16.25,34.34
2548,5241,0.0144938460566,Akureyri,Murmansk,ISL,RUS,65.68333,-18.05,68.96667,33.08333,1,4.9,3.37,18.37,6.55
464,2186,0.0326572791248,Sisimiut,Nuuk,GRL,GRL,66.95,-53.68333,64.16667,-51.73333,37,1.69,1.37,33.1,32.31
1907,4317,0.0296352632212,Bodo,Svolvaer,NOR,NOR,67.28333,14.38333,68.23333,14.56667,89,7.04,6.05,32.78,32.82
1142,1235,0.00181420935013,Torshavn,Eskifjordur,FRO,ISL,62,-6.75,65.08333,-13.98333,8,8.39,4.24,35.17,34.53
5610,5241,0.0672666684474,Straumsvik,Murmansk,ISL,RUS,64.05,-22.05,68.96667,33.08333,1,7.39,3.37,34.7,6.55
1220,3621,0.000236240039625,Hafnarfjordur,Grindavik,ISL,ISL,64.06667,-21.91667,63.83333,-22.43333,7,6.52,7.22,34.7,34.68
3476,4364,0.000225767614953,Stamsund,Kirkenes,NOR,NOR,68.11667,13.85,69.73333,30.05,1,7.42,5.23,33.94,16.25
173,1220,0.000158309694758,Glomfjord,Hafnarfjordur,NOR,ISL,66.81667,13.61667,64.06667,-21.91667,1,7.52,6.52,17.19,34.7
1370,2623,8.46748062459e-05,Keflavik,Vestmannaeyjar,ISL,ISL,64,-22.55,63.43333,-20.26667,2,7.53,8.51,34.59,34.93
3507,374,0.0173347841402,Seydhisfjordur,Hammerfall,ISL,NOR,65.25,-13.91667,67.41667,15.53333,1,4.1,4.7,23.89,10.27
5504,102,0.000281752536933,Qaanaaq,Aasiaat,GRL,GRL,77.46667,-69.21667,68.71667,-52.88333,1,0,1.55,32.79,33.33
225,3183,0.00100146372249,Narsarsuaq,Nanortalik,GRL,GRL,61.15,-45.43333,60.13333,-45.25,4,3.15,1.62,15.34,33.18
4364,1907,0.00827372043276,Kirkenes,Bodo,NOR,NOR,69.73333,30.05,67.28333,14.38333,9,5.23,7.04,16.25,32.78
1671,1142,0.000231829981473,Akranes,Torshavn,ISL,FRO,64.31667,-22.08333,62,-6.75,2,7.29,8.39,34.65,35.17
2186,113,0.00288429318194,Nuuk,Qaqortoq,GRL,GRL,64.16667,-51.73333,60.71667,-46.03333,9,1.37,1.29,32.31,32.22
53,1725,0.0173522841574,Grundartangi,Ballangen,ISL,NOR,64.35,-21.78333,68.36667,16.93333,1,5.13,6.82,24.33,11.76
3621,1220,0.00112115841948,Grindavik,Hafnarfjordur,ISL,ISL,63.83333,-22.43333,64.06667,-21.91667,12,7.22,6.52,34.68,34.7
2548,4602,0.000252496589677,Akureyri,Neskaupstadur,ISL,ISL,65.68333,-18.05,65.15,-13.68333,6,4.9,4.59,18.37,34.3
4488,1205,0.000336229784069,Kodiak,King Cove,USA,USA,57.78333,-152.4,55.03333,-162.31667,1,6.33,5.42,32.43,31.57
2424,5241,0.000135318339355,Djupivogur,Murmansk,ISL,RUS,64.66667,-14.25,68.96667,33.08333,1,6.6,3.37,34.85,6.55
3469,1220,0.000588023799454,Hammerfest,Hafnarfjordur,NOR,ISL,70.66667,23.66667,64.06667,-21.91667,3,6.16,6.52,34.44,34.7
5066,9697,0.000250631765469,Harstad,Leknes,NOR,NOR,68.8,16.55,68.1333,13.6167,2,7,7.35,33.69,32.4
2019,3034,0.000129461457276,Sandgerdhi,Siglufjordur,ISL,ISL,64.05,-22.71667,66.2,-18.86667,1,7.53,4.06,34.71,34.47
6190,3621,0.00234433823478,Hofn,Grindavik,ISL,ISL,64.26667,-15.21667,63.83333,-22.43333,4,6.51,7.22,34.84,34.68
2797,1142,0.000256583316927,Tvoroyri,Torshavn,FRO,FRO,61.55,-6.8,62,-6.75,2,8.32,8.39,35.19,35.17
2548,3469,0.000703038611351,Akureyri,Hammerfest,ISL,NOR,65.68333,-18.05,70.66667,23.66667,1,4.9,6.16,18.37,34.44
102,5504,0.000223077098811,Aasiaat,Qaanaaq,GRL,GRL,68.71667,-52.88333,77.46667,-69.21667,1,1.55,0,33.33,32.79
1563,3621,0.00033633672753,Thorlakshofn,Grindavik,ISL,ISL,63.85,-21.33333,63.83333,-22.43333,5,5.96,7.22,34.84,34.68
3469,1725,0.000208317374189,Hammerfest,Ballangen,NOR,NOR,70.66667,23.66667,68.36667,16.93333,1,6.16,6.82,34.44,11.76
1142,2090,0.00024388797713,Torshavn,Sorvagur,FRO,FRO,62,-6.75,62.08333,-7.41667,1,8.39,8.57,35.17,35.2
1235,1563,2.80323541336e-05,Eskifjordur,Thorlakshofn,ISL,ISL,65.08333,-13.98333,63.85,-21.33333,1,4.24,5.96,34.53,34.84
4158,1370,0.000123742869404,Faskrudhsfjordur,Keflavik,ISL,ISL,64.9295,-14.0119,64,-22.55,1,6.015,7.53,34.471,34.59
8652,5082,0.000695141683196,Myre,Tromso,NOR,NOR,69.08333,15.95,69.65,18.96667,6,7.22,4.14,33.99,12.35
173,1563,0.0176298935927,Glomfjord,Thorlakshofn,NOR,ISL,66.81667,13.61667,63.85,-21.33333,3,7.52,5.96,17.19,34.84
1671,1220,0.000835317674058,Akranes,Hafnarfjordur,ISL,ISL,64.31667,-22.08333,64.06667,-21.91667,3,7.29,6.52,34.65,34.7
93,1142,0.0127479898187,Kollafjordur,Torshavn,FRO,FRO,62.11667,-6.9,62,-6.75,27,7.71,8.39,35.18,35.17
1220,875,0.000217541973965,Hafnarfjordur,Thorshofn,ISL,ISL,64.06667,-21.91667,66.2,-15.33333,3,6.52,4.79,34.7,34.34
5082,3621,0.000115002252749,Tromso,Grindavik,NOR,ISL,69.65,18.96667,63.83333,-22.43333,1,4.14,7.22,12.35,34.68
1907,9697,0.000324181905882,Bodo,Leknes,NOR,NOR,67.28333,14.38333,68.1333,13.6167,2,7.04,7.35,32.78,32.4
3183,3218,0.00022844235854,Nanortalik,Reykjavik,GRL,ISL,60.13333,-45.25,64.14972,-21.9475,1,1.62,6.52,33.18,34.7
1235,8652,0.00013073524266,Eskifjordur,Myre,ISL,NOR,65.08333,-13.98333,69.08333,15.95,1,4.24,7.22,34.53,33.99
4602,4233,0.000243622391331,Neskaupstadur,Dalvik,ISL,ISL,65.15,-13.68333,65.96667,-18.51667,3,4.59,4.04,34.3,34.41
604,2548,0.00205885222693,Isafjordur,Akureyri,ISL,ISL,66.08333,-23.1,65.68333,-18.05,6,5.31,4.9,34.49,18.37
1688,3183,0.00016671923685,Kuummiut,Nanortalik,GRL,GRL,65.86667,-37,60.13333,-45.25,1,1.5,1.62,33.14,33.18
3218,5030,8.88345774385e-05,Reykjavik,Reykholar,ISL,ISL,64.14972,-21.9475,65.45,-22.21667,1,6.52,4.9,34.7,33.9
2378,2654,0.000261523915937,Vopnafjordur,Reydharfjordur,ISL,ISL,65.75,-14.81667,65.0333,-14.2167,2,4.04,6.015,34.5,34.471
5439,5082,0.0329540627555,Finnsnes,Tromso,NOR,NOR,69.23333,17.96667,69.65,18.96667,113,5.19,4.14,10.3,12.35
5504,7859,0.000246538322094,Qaanaaq,Moriusaq,GRL,GRL,77.46667,-69.21667,76.73333,69.6,1,0,-0.68,32.79,30.08
5435,3469,0.0275502604489,Vadso,Hammerfest,NOR,NOR,70.06667,29.73333,70.66667,23.66667,13,3.33,6.16,33.81,34.44
113,4269,0.000247013482764,Qaqortoq,Alluitsup Paa,GRL,GRL,60.71667,-46.03333,60.46667,-45.56667,3,1.29,1.41,32.22,32.72
1671,875,8.88345774385e-05,Akranes,Thorshofn,ISL,ISL,64.31667,-22.08333,66.2,-15.33333,2,7.29,4.79,34.65,34.34
5066,4175,0.000952421352299,Harstad,Sortland,NOR,NOR,68.8,16.55,68.7,15.43333,2,7,7.24,33.69,33.92
1205,9515,0.00104256273365,King Cove,False Pass,USA,USA,55.03333,-162.31667,54.83333,-163.4,3,5.42,6.36,31.57,31.74
2186,1301,0.00242024914171,Nuuk,Narsaq,GRL,GRL,64.16667,-51.73333,60.9,-45.98333,9,1.37,2.83,32.31,14.58
93,7900,0.000623275121802,Kollafjordur,Skali,FRO,FRO,62.11667,-6.9,62.15,-6.76667,4,7.71,8.39,35.18,35.18
8810,8813,1.83880653908e-05,Gambell,St. Matthew Is.,USA,USA,63.76667,-171.71667,60.4086,-172.72,1,1.74,9.459,31.89,31.074
4364,2645,0.000246538322094,Kirkenes,Fuglafjordur,NOR,FRO,69.73333,30.05,62.25,-6.81667,1,5.23,8.42,16.25,35.18
4414,3469,0.0334663681615,Honningsvaag,Hammerfest,NOR,NOR,70.98333,25.98333,70.66667,23.66667,75,6.02,6.16,34.34,34.44
3986,3469,0.000151417604771,Stokmarknes,Hammerfest,NOR,NOR,68.56667,14.91667,70.66667,23.66667,2,5.96,6.16,32.78,34.44
374,1907,0.017439577252,Hammerfall,Bodo,NOR,NOR,67.41667,15.53333,67.28333,14.38333,2,4.7,7.04,10.27,32.78
4364,173,0.000156211004833,Kirkenes,Glomfjord,NOR,NOR,69.73333,30.05,66.81667,13.61667,1,5.23,7.52,16.25,17.19
1142,2548,0.00266940578356,Torshavn,Akureyri,FRO,ISL,62,-6.75,65.68333,-18.05,3,8.39,4.9,35.17,18.37
4729,3469,0.00316748694234,Narvik,Hammerfest,NOR,NOR,68.43333,17.43333,70.66667,23.66667,1,3.55,6.16,4.16,34.44
1060,5082,0.000297194447643,Lodingen,Tromso,NOR,NOR,68.41667,16,69.65,18.96667,1,7.02,4.14,33.47,12.35
4175,4317,0.000375052314125,Sortland,Svolvaer,NOR,NOR,68.7,15.43333,68.23333,14.56667,3,7.24,6.05,33.92,32.82
3135,464,0.000228484950784,Paamiut,Sisimiut,GRL,GRL,62,-49.66667,66.95,-53.68333,1,0.06,1.69,32.69,33.1
4310,3235,0.000879495264924,Qasigiannguit,Ilulissat,GRL,GRL,68.81667,-51.18333,69.21667,-51.1,3,1.06,1.44,33,32.98
5294,5082,0.00381165431906,Vardo,Tromso,NOR,NOR,70.38333,31.1,69.65,18.96667,3,5.36,4.14,34.18,12.35
3218,1671,0.00979438952758,Reykjavik,Akranes,ISL,ISL,64.14972,-21.9475,64.31667,-22.08333,26,6.52,7.29,34.7,34.65
4317,1907,0.00764947027883,Svolvaer,Bodo,NOR,NOR,68.23333,14.56667,67.28333,14.38333,35,6.05,7.04,32.82,32.78
4317,5082,0.058946481876,Svolvaer,Tromso,NOR,NOR,68.23333,14.56667,69.65,18.96667,416,6.05,4.14,32.82,12.35
173,5082,0.000962347101622,Glomfjord,Tromso,NOR,NOR,66.81667,13.61667,69.65,18.96667,6,7.52,4.14,17.19,12.35
4233,3218,0.000135469505549,Dalvik,Reykjavik,ISL,ISL,65.96667,-18.51667,64.14972,-21.9475,2,4.04,6.52,34.41,34.7
1142,3218,0.147027220395,Torshavn,Reykjavik,FRO,ISL,62,-6.75,64.14972,-21.9475,353,8.39,6.52,35.17,34.7
5082,1671,0.000377099970093,Tromso,Akranes,NOR,ISL,69.65,18.96667,64.31667,-22.08333,3,4.14,7.29,12.35,34.65
2654,2378,0.000530989906195,Reydharfjordur,Vopnafjordur,ISL,ISL,65.0333,-14.2167,65.75,-14.81667,2,6.015,4.04,34.471,34.5
3469,374,0.000697984246292,Hammerfest,Hammerfall,NOR,NOR,70.66667,23.66667,67.41667,15.53333,5,6.16,4.7,34.44,10.27
7939,2812,0.00137294703331,Vitino,Kandalaksha,RUS,RUS,66.9,32.33333,67.13333,32.43333,3,2.98,3.09,21.66,21.66
2378,1671,0.00131681190817,Vopnafjordur,Akranes,ISL,ISL,65.75,-14.81667,64.31667,-22.08333,11,4.04,7.29,34.5,34.65
5610,173,0.000348833738185,Straumsvik,Glomfjord,ISL,NOR,64.05,-22.05,66.81667,13.61667,1,7.39,7.52,34.7,17.19
4488,2034,5.89664952809e-05,Kodiak,Adak,USA,USA,57.78333,-152.4,51.85,-176.65,1,6.33,5.53,32.43,32.89
5066,173,0.00106543523503,Harstad,Glomfjord,NOR,NOR,68.8,16.55,66.81667,13.61667,10,7,7.52,33.69,17.19
875,93,0.000302374191742,Thorshofn,Kollafjordur,ISL,FRO,66.2,-15.33333,62.11667,-6.9,1,4.79,7.71,34.34,35.18
102,4706,0.00250093944305,Aasiaat,Uummannaq,GRL,GRL,68.71667,-52.88333,70.68333,-52.13333,10,1.55,1.47,33.33,32.78
3960,2812,0.200603556499,Dudinka,Kandalaksha,RUS,RUS,69.4,86.16667,67.13333,32.43333,9,0,3.09,0,21.66
1659,5281,0.000237765268051,Maniitsoq,Kangerluarsoruseq,GRL,GRL,65.41667,-52.9,63.7,-51.55,1,1.42,1.77,32.9,32.64
2623,2378,0.000261523915937,Vestmannaeyjar,Vopnafjordur,ISL,ISL,63.43333,-20.26667,65.75,-14.81667,3,8.51,4.04,34.93,34.5
4414,3509,0.0108185719793,Honningsvaag,North Cape,NOR,NOR,70.98333,25.98333,71.16667,25.76667,3,6.02,6.01,34.34,34.42
217,1220,6.67908485575e-05,Bildudalur,Hafnarfjordur,ISL,ISL,65.68333,-23.6,64.06667,-21.91667,2,4.55,6.52,34.41,34.7
464,3235,0.00132497409092,Sisimiut,Ilulissat,GRL,GRL,66.95,-53.68333,69.21667,-51.1,5,1.69,1.44,33.1,32.98
3469,6319,0.0111045712305,Hammerfest,Hasvik,NOR,NOR,70.66667,23.66667,70.48333,22.15,6,6.16,6.3,34.44,34.39
9243,374,0.150019121669,Bergneset,Hammerfall,NOR,NOR,68.8,16,67.41667,15.53333,32,7.13,4.7,33.78,10.27
1142,4414,0.000354530147735,Torshavn,Honningsvaag,FRO,NOR,62,-6.75,70.98333,25.98333,1,8.39,6.02,35.17,34.34
2272,5494,1.60134104709e-05,Nome,Dutch Hbr.,USA,USA,64.51667,-165.41667,53.9,-166.53333,1,1.37,5.94,29.75,32.51
3218,3183,0.00431157677221,Reykjavik,Nanortalik,ISL,GRL,64.14972,-21.9475,60.13333,-45.25,7,6.52,1.62,34.7,33.18
113,2186,0.00503387501742,Qaqortoq,Nuuk,GRL,GRL,60.71667,-46.03333,64.16667,-51.73333,18,1.29,1.37,32.22,32.31
4310,102,0.00163286562298,Qasigiannguit,Aasiaat,GRL,GRL,68.81667,-51.18333,68.71667,-52.88333,6,1.06,1.55,33,33.33
5987,3469,0.000952421352299,Havoysund,Hammerfest,NOR,NOR,70.98333,24.58333,70.66667,23.66667,1,6.16,6.16,34.46,34.44
1142,5241,0.000424154327686,Torshavn,Murmansk,FRO,RUS,62,-6.75,68.96667,33.08333,4,8.39,3.37,35.17,6.55
180,3469,0.00106987045986,Oksfjord,Hammerfest,NOR,NOR,70.23333,22.3,70.66667,23.66667,2,6.21,6.16,34.47,34.44
1671,3507,6.23153433862e-05,Akranes,Seydhisfjordur,ISL,ISL,64.31667,-22.08333,65.25,-13.91667,2,7.29,4.1,34.65,23.89
8583,9482,7.4506158019e-05,Toftir,Hvalvik,FRO,FRO,62.08333,-6.71667,62.18333,-7,1,8.39,7.45,35.18,35.19
464,102,0.0300150091009,Sisimiut,Aasiaat,GRL,GRL,66.95,-53.68333,68.71667,-52.88333,30,1.69,1.55,33.1,33.33
875,2548,0.000131614897106,Thorshofn,Akureyri,ISL,ISL,66.2,-15.33333,65.68333,-18.05,1,4.79,4.9,34.34,18.37
2422,4602,0.000261523915937,Hofdhakaupstadur,Neskaupstadur,ISL,ISL,65.83333,-20.31667,65.15,-13.68333,1,4.47,4.59,34.37,34.3
1128,4729,0.00107268461049,Sorreisa,Narvik,NOR,NOR,69.13333,18.13333,68.43333,17.43333,1,3.37,3.55,4.3,4.16
2104,3469,0.00453449041012,Alta,Hammerfest,NOR,NOR,69.96667,23.25,70.66667,23.66667,14,3.93,6.16,4.1,34.44
113,225,0.000667082899511,Qaqortoq,Narsarsuaq,GRL,GRL,60.71667,-46.03333,61.15,-45.43333,3,1.29,3.15,32.22,15.34
173,1907,0.0177985714534,Glomfjord,Bodo,NOR,NOR,66.81667,13.61667,67.28333,14.38333,4,7.52,7.04,17.19,32.78
5494,4488,0.0126884802552,Dutch Hbr.,Kodiak,USA,USA,53.9,-166.53333,57.78333,-152.4,34,5.94,6.33,32.51,32.43
