SourcePort,TargetPort,Risk,SourcePortName,TargetPortName,SourceCountry,TargetCountry,SourceLat,SourceLon,TargetLat,TargetLon,Freq,SourceTemp,TargetTemp,SourceSal,TargetSal
932,2438,0.017352284,Tau,Njardhvik,NOR,ISL,59.06667,5.93333,65.58333,-13.85,1,8.95,4.95,30.34,34.2
3498,374,0.017352284,Foynes,Hammerfall,IRL,NOR,52.61667,-9.1,67.41667,15.53333,1,11.76,4.7,8.6,10.27
4492,1220,0.017352284,London,Hafnarfjordur,GBR,ISL,51.5,-0.06667,64.06667,-21.91667,1,12.22,6.52,2.15,34.7
3052,2041,0.017352284,Aughinish Is.,Leirpollen,IRL,NOR,52.63333,-9.05,70.38333,25.51667,1,11.76,3.45,7.64,34.23
3175,3218,0.017352267,Rostock,Reykjavik,DEU,ISL,54.15,12.1,64.14972,-21.9475,2,10.43,6.52,7.65,34.7
3133,5241,0.017349508,Frederikshavn,Murmansk,DNK,RUS,57.43333,10.55,68.96667,33.08333,4,9.46,3.37,27.27,6.55
4246,374,0.017340865,Flushing,Hammerfall,NLD,NOR,51.45,3.58333,67.41667,15.53333,1,12.05,4.7,32.96,10.27
1823,4729,0.017340865,Cuxhaven,Narvik,DEU,NOR,53.86667,8.7,68.43333,17.43333,1,10.94,3.55,25.09,4.16
693,2654,0.017339613,Porsgrunn,Reydharfjordur,NOR,ISL,59.13333,9.65,65.0333,-14.2167,1,7.63,6.015,8.71,34.471
681,374,0.017334784,Kristiansand,Hammerfall,NOR,NOR,58.15,8,67.41667,15.53333,1,8.79,4.7,30.89,10.27
5106,5439,0.017334784,Aveiro,Finnsnes,PRT,NOR,40.65,-8.75,69.23333,17.96667,1,17.6,5.19,35.52,10.3
4851,4364,0.017290341,Ceuta,Kirkenes,ESP,NOR,35.88333,-5.31667,69.73333,30.05,1,17.89,5.23,36.42,16.25
966,53,0.017239878,Halifax,Grundartangi,CAN,ISL,44.63333,-63.55,64.35,-21.78333,2,8.53,5.13,22.85,24.33
2331,4021,0.017078972,Houston,Churchill,USA,CAN,29.75,-95.33333,58.78333,-94.21667,2,22.05,4.32,0.22,26.33
234,5241,0.017013985,Portland(ME USA),Murmansk,USA,RUS,43.65,-70.23333,68.96667,33.08333,5,9.36,3.37,31.77,6.55
42,374,0.017008686,Immingham,Hammerfall,GBR,NOR,53.63333,-0.18333,67.41667,15.53333,1,9.97,4.7,33.48,10.27
2123,53,0.016991532,Grove Wharf,Grundartangi,GBR,ISL,53.6,-0.68333,64.35,-21.78333,1,11.33,5.13,2.44,24.33
528,3507,0.016716297,Archangel,Seydhisfjordur,RUS,ISL,64.53333,40.5,65.25,-13.91667,1,4.01,4.1,22.19,23.89
4851,2041,0.016709963,Ceuta,Leirpollen,ESP,NOR,35.88333,-5.31667,70.38333,25.51667,1,17.89,3.45,36.42,34.23
731,1220,0.016696417,Gibraltar,Hafnarfjordur,GIB,ISL,36.15,-5.33333,64.06667,-21.91667,3,17.78,6.52,36.43,34.7
4492,2812,0.016642556,London,Kandalaksha,GBR,RUS,51.5,-0.06667,67.13333,32.43333,1,12.22,3.09,2.15,21.66
4529,5241,0.016641489,Moerdijk,Murmansk,NLD,RUS,51.7,4.61667,68.96667,33.08333,4,11.62,3.37,1.65,6.55
3775,1671,0.016590321,Bergen,Akranes,NOR,ISL,60.4,5.31667,64.31667,-22.08333,3,9,7.29,8.32,34.65
731,53,0.016587753,Gibraltar,Grundartangi,GIB,ISL,36.15,-5.33333,64.35,-21.78333,1,17.78,5.13,36.43,24.33
4529,374,0.016577713,Moerdijk,Hammerfall,NLD,NOR,51.7,4.61667,67.41667,15.53333,3,11.62,4.7,1.65,10.27
42,3507,0.016537111,Immingham,Seydhisfjordur,GBR,ISL,53.63333,-0.18333,65.25,-13.91667,2,9.97,4.1,33.48,23.89
5593,1235,0.0164647,Buckie,Eskifjordur,GBR,ISL,57.68333,-2.95,65.08333,-13.98333,1,9.97,4.24,34.61,34.53
4374,4729,0.016442611,Lubeck,Narvik,DEU,NOR,53.86667,10.66667,68.43333,17.43333,1,10.46,3.55,13.79,4.16
681,2654,0.01640849,Kristiansand,Reydharfjordur,NOR,ISL,58.15,8,65.0333,-14.2167,2,8.79,6.015,30.89,34.471
1375,53,0.016379084,Uddevalla,Grundartangi,SWE,ISL,58.35,11.91667,64.35,-21.78333,1,8.4,5.13,26.06,24.33
205,3218,0.016369001,Gothenburg,Reykjavik,SWE,ISL,57.7,11.95,64.14972,-21.9475,27,9.29,6.52,22.9,34.7
3381,3218,0.01635902,New Orleans,Reykjavik,USA,ISL,29.96667,-90.08333,64.14972,-21.9475,3,22.26,6.52,0,34.7
681,53,0.01635514,Kristiansand,Grundartangi,NOR,ISL,58.15,8,64.35,-21.78333,17,8.79,5.13,30.89,24.33
2107,5241,0.016341766,Safi,Murmansk,MAR,RUS,32.3,-9.25,68.96667,33.08333,1,19.73,3.37,36.28,6.55
3309,2041,0.016341766,Torrevieja,Leirpollen,ESP,NOR,37.96667,-0.68333,70.38333,25.51667,1,18.92,3.45,37.28,34.23
3754,1671,0.016341766,Seaham,Akranes,GBR,ISL,54.83333,-1.31667,64.31667,-22.08333,1,9.58,7.29,34.46,34.65
2298,4729,0.016341766,Hartlepool,Narvik,GBR,NOR,54.7,-1.2,68.43333,17.43333,1,9.6,3.55,34.48,4.16
3880,1370,0.016336953,Bremen,Keflavik,DEU,ISL,53.08333,8.78333,64,-22.55,1,10.94,7.53,27.33,34.59
1988,1671,0.016282642,Oslo,Akranes,NOR,ISL,59.9,10.71667,64.31667,-22.08333,1,7.37,7.29,27.23,34.65
4538,3218,0.016273499,Ghent,Reykjavik,BEL,ISL,51.08806,3.74528,64.14972,-21.9475,4,12.14,6.52,1.55,34.7
4171,173,0.01625348,Drogheda,Glomfjord,IRL,NOR,53.71667,-6.35,66.81667,13.61667,3,11.23,7.52,17.43,17.19
1675,3469,0.016184863,Zeebrugge,Hammerfest,BEL,NOR,51.32306,3.21583,70.66667,23.66667,3,11.2,6.16,33.36,34.44
5952,374,0.016175024,Leith,Hammerfall,GBR,NOR,55.98333,-3.16667,67.41667,15.53333,2,10.08,4.7,33.97,10.27
3742,5241,0.016152769,Georgetown(USA),Murmansk,USA,RUS,33.35,-79.3,68.96667,33.08333,1,19.74,3.37,3.35,6.55
681,1671,0.016123336,Kristiansand,Akranes,NOR,ISL,58.15,8,64.31667,-22.08333,3,8.79,7.29,30.89,34.65
2969,53,0.016083054,Texas City,Grundartangi,USA,ISL,29.36667,-94.88333,64.35,-21.78333,1,21.91,5.13,31.12,24.33
3539,2226,0.016053815,Rendsburg,Gufunes,DEU,ISL,54.31667,9.66667,64.15,-21.81667,1,10.36,6,25.09,34.7
2483,6188,0.016047153,Drammen,Helguvik,NOR,ISL,59.73333,10.23333,64.38333,-21.46667,1,7.22,4.85,27.23,19.36
127,5241,0.016018177,Kvinesdal,Murmansk,NOR,RUS,58.3,7,68.96667,33.08333,1,7.81,3.37,8.49,6.55
830,1101,0.0157698,Rotterdam,Varandey,NLD,RUS,51.9,4.48333,68.81667,58,3,11.4,1.71,1.78,31.88
1988,2654,0.01576865,Oslo,Reydharfjordur,NOR,ISL,59.9,10.71667,65.0333,-14.2167,2,7.37,6.015,27.23,34.471
4538,53,0.015736851,Ghent,Grundartangi,BEL,ISL,51.08806,3.74528,64.35,-21.78333,1,12.14,5.13,1.55,24.33
117,1671,0.015729301,Slemmestad,Akranes,NOR,ISL,59.78333,10.5,64.31667,-22.08333,1,7.3,7.29,27.23,34.65
1916,374,0.015700996,Hull,Hammerfall,GBR,NOR,53.75,-0.3,67.41667,15.53333,1,11.53,4.7,19.1,10.27
1831,2226,0.015690664,Tees,Gufunes,GBR,ISL,54.58333,-1.16667,64.15,-21.81667,1,9.6,6,13.5,34.7
3739,4729,0.015686167,Odense,Narvik,DNK,NOR,55.41667,10.38333,68.43333,17.43333,1,10.06,3.55,17.15,4.16
693,3507,0.015685161,Porsgrunn,Seydhisfjordur,NOR,ISL,59.13333,9.65,65.25,-13.91667,1,7.63,4.1,8.71,23.89
5065,53,0.015646002,Londonderry,Grundartangi,GBR,ISL,54.98333,-7.31667,64.35,-21.78333,1,10.24,5.13,10.59,24.33
4192,4602,0.015523572,Turku,Neskaupstadur,FIN,ISL,60.43333,22.21667,65.15,-13.68333,2,7.21,4.59,6.13,34.3
5917,5241,0.015448085,Seville,Murmansk,ESP,RUS,37.36667,-6,68.96667,33.08333,2,19.89,3.37,0,6.55
1602,53,0.01542524,Ventspils,Grundartangi,LVA,ISL,57.4,21.55,64.35,-21.78333,1,8.62,5.13,7.89,24.33
4304,1370,0.015390095,Wilhelmshaven,Keflavik,DEU,ISL,53.51667,8.15,64,-22.55,1,10.07,7.53,28.67,34.59
3175,2438,0.015390095,Rostock,Njardhvik,DEU,ISL,54.15,12.1,65.58333,-13.85,1,10.43,4.95,7.65,34.2
2483,1671,0.015378857,Drammen,Akranes,NOR,ISL,59.73333,10.23333,64.31667,-22.08333,1,7.22,7.29,27.23,34.65
856,1370,0.015336045,Freeport(BHS),Keflavik,BHS,ISL,26.515,-78.64472,64,-22.55,1,26.65,7.53,36.23,34.59
966,3218,0.015268248,Halifax,Reykjavik,CAN,ISL,44.63333,-63.55,64.14972,-21.9475,18,8.53,6.52,22.85,34.7
528,53,0.015112546,Archangel,Grundartangi,RUS,ISL,64.53333,40.5,64.35,-21.78333,1,4.01,5.13,22.19,24.33
4247,53,0.015075424,Lisbon,Grundartangi,PRT,ISL,38.73333,-9.11667,64.35,-21.78333,1,18.95,5.13,15.35,24.33
2756,6188,0.015070137,Copenhagen,Helguvik,DNK,ISL,55.7,12.61667,64.38333,-21.46667,1,9.22,4.85,15.05,19.36
5263,4488,0.014998675,Tacoma,Kodiak,USA,USA,47.25,-122.41667,57.78333,-152.4,66,12.44,6.33,28.93,32.43
4851,5082,0.014996567,Ceuta,Tromso,ESP,NOR,35.88333,-5.31667,69.65,18.96667,4,17.89,4.14,36.42,12.35
4872,1142,0.014969294,Ibiza,Torshavn,ESP,FRO,38.9,1.46667,62,-6.75,7,18.95,8.39,37.48,35.17
2275,173,0.014930515,Cork,Glomfjord,IRL,NOR,51.9,-8.46667,66.81667,13.61667,2,11.8,7.52,17.01,17.19
4851,5066,0.014926573,Ceuta,Harstad,ESP,NOR,35.88333,-5.31667,68.8,16.55,4,17.89,7,36.42,33.69
1795,2548,0.014813389,Wallhamn,Akureyri,SWE,ISL,58,11.7,65.68333,-18.05,1,9.22,4.9,24.81,18.37
5942,1563,0.014813298,Saint John(CAN),Thorlakshofn,CAN,ISL,45.26667,-66.06667,63.85,-21.33333,1,7.82,5.96,32.13,34.84
4059,1907,0.014813298,Corunna,Bodo,ESP,NOR,43.38333,-8.36667,67.28333,14.38333,1,15.94,7.04,35.59,32.78
4400,2226,0.014662112,Muuga,Gufunes,EST,ISL,59.5,24.96667,64.15,-21.81667,2,7.08,6,5.67,34.7
3309,2623,0.014657907,Torrevieja,Vestmannaeyjar,ESP,ISL,37.96667,-0.68333,63.43333,-20.26667,3,18.92,8.51,37.28,34.93
2355,5082,0.014565779,Kalundborg,Tromso,DNK,NOR,55.68333,11.08333,69.65,18.96667,3,10.2,4.14,18.06,12.35
854,5241,0.014558627,Baltimore,Murmansk,USA,RUS,39.28333,-76.58333,68.96667,33.08333,1,15.72,3.37,11.85,6.55
5065,374,0.014526944,Londonderry,Hammerfall,GBR,NOR,54.98333,-7.31667,67.41667,15.53333,1,10.24,4.7,10.59,10.27
2298,53,0.014519975,Hartlepool,Grundartangi,GBR,ISL,54.7,-1.2,64.35,-21.78333,1,9.6,5.13,34.48,24.33
2388,3469,0.014509235,Las Palmas,Hammerfest,CNI,NOR,28.13306,-15.43194,70.66667,23.66667,2,20.5,6.16,36.64,34.44
3216,53,0.014493846,Nantes,Grundartangi,FRA,ISL,47.23333,-1.56667,64.35,-21.78333,1,13.79,5.13,0.56,24.33
3798,1142,0.014472393,Mongstad,Torshavn,NOR,FRO,60.81667,5.03333,62,-6.75,120,9.17,8.39,16.87,35.17
3309,5082,0.014471202,Torrevieja,Tromso,ESP,NOR,37.96667,-0.68333,69.65,18.96667,5,18.92,4.14,37.28,12.35
4851,3621,0.014336889,Ceuta,Grindavik,ESP,ISL,35.88333,-5.31667,63.83333,-22.43333,6,17.89,7.22,36.42,34.68
2993,374,0.014206849,Hamburg,Hammerfall,DEU,NOR,53.55,9.96667,67.41667,15.53333,1,10.61,4.7,25.09,10.27
2218,53,0.014192521,Odda,Grundartangi,NOR,ISL,60.06667,6.55,64.35,-21.78333,1,4.72,5.13,0,24.33
3309,5066,0.014131954,Torrevieja,Harstad,ESP,NOR,37.96667,-0.68333,68.8,16.55,4,18.92,7,37.28,33.69
5106,5241,0.01396706,Aveiro,Murmansk,PRT,RUS,40.65,-8.75,68.96667,33.08333,4,17.6,3.37,35.52,6.55
5406,2395,0.013957335,Sauda,Grundarfjordur,NOR,ISL,59.65,6.35,64.91667,-23.21667,1,5.87,5.29,3.73,33.95
3522,53,0.01392845,Matanzas(VEN),Grundartangi,VEN,ISL,8.28333,-62.85,64.35,-21.78333,2,27.9,5.13,0,24.33
2076,53,0.013926615,Port Arthur,Grundartangi,USA,ISL,29.86667,-93.91667,64.35,-21.78333,1,22,5.13,29.67,24.33
3364,3469,0.013654049,Zarzis,Hammerfest,TUN,NOR,33.5,11.11667,70.66667,23.66667,4,20.42,6.16,37.75,34.44
4572,7939,0.013563334,New York,Vitino,USA,RUS,40.7,-74.01667,66.9,32.33333,10,14.04,2.98,12.04,21.66
3364,5066,0.013497553,Zarzis,Harstad,TUN,NOR,33.5,11.11667,68.8,16.55,2,20.42,7,37.75,33.69
5019,5241,0.01339178,Dundee,Murmansk,GBR,RUS,56.46667,-2.96667,68.96667,33.08333,4,9.01,3.37,34.06,6.55
4510,1220,0.013149505,Guanta,Hafnarfjordur,VEN,ISL,10.25,-64.6,64.06667,-21.91667,1,25.7,6.52,36.67,34.7
843,7939,0.01314171,Amsterdam,Vitino,NLD,RUS,52.36667,4.9,66.9,32.33333,8,11.22,2.98,9.95,21.66
4572,2654,0.013138217,New York,Reydharfjordur,USA,ISL,40.7,-74.01667,65.0333,-14.2167,1,14.04,6.015,12.04,34.471
5567,53,0.013101348,Molde,Grundartangi,NOR,ISL,62.73333,7.16667,64.35,-21.78333,1,7.82,5.13,22.07,24.33
375,6188,0.013069412,Landskrona,Helguvik,SWE,ISL,55.86667,12.83333,64.38333,-21.46667,1,10.05,4.85,15.22,19.36
3766,3469,0.012980002,Brest,Hammerfest,FRA,NOR,48.38333,-4.48333,70.66667,23.66667,2,13.07,6.16,23.54,34.44
3309,1220,0.012919885,Torrevieja,Hafnarfjordur,ESP,ISL,37.96667,-0.68333,64.06667,-21.91667,2,18.92,6.52,37.28,34.7
3880,5082,0.012842748,Bremen,Tromso,DEU,NOR,53.08333,8.78333,69.65,18.96667,1,10.94,4.14,27.33,12.35
4640,3218,0.01282799,Southampton,Reykjavik,GBR,ISL,50.9,-1.4,64.14972,-21.9475,6,12.36,6.52,21.88,34.7
4572,4364,0.012707227,New York,Kirkenes,USA,NOR,40.7,-74.01667,69.73333,30.05,3,14.04,5.23,12.04,16.25
3124,2654,0.012591143,Lerwick,Reydharfjordur,GBR,ISL,60.15,-1.13333,65.0333,-14.2167,1,9.54,6.015,35.22,34.471
2762,3183,0.012563298,Aalborg,Nanortalik,DNK,GRL,57.05,9.91667,60.13333,-45.25,16,9.57,1.62,27.65,33.18
576,5275,0.012380507,Antwerp,Novyy Port,BEL,RUS,51.24472,4.41139,67.68333,73.1,2,11.97,0.62,0.31,22.46
4306,5241,0.012148368,Milos,Murmansk,GRC,RUS,36.6833,24.4167,68.96667,33.08333,1,23.877,3.37,39.144,6.55
843,5082,0.012073881,Amsterdam,Tromso,NLD,NOR,52.36667,4.9,69.65,18.96667,8,11.22,4.14,9.95,12.35
5160,53,0.01188795,Malmo,Grundartangi,SWE,ISL,55.61667,13,64.35,-21.78333,1,10.03,5.13,15.17,24.33
2239,53,0.011622832,Haugesund,Grundartangi,NOR,ISL,59.41667,5.26667,64.35,-21.78333,3,9.22,5.13,26.52,24.33
405,7939,0.011521861,Sullom Voe,Vitino,GBR,RUS,60.45,-1.33333,66.9,32.33333,2,9.13,2.98,35.29,21.66
369,3469,0.011473652,Montreal,Hammerfest,CAN,NOR,45.5,-73.55,70.66667,23.66667,3,8.54,6.16,0,34.44
393,5241,0.011401915,Esmeraldas,Murmansk,ECU,RUS,0.96667,-79.68333,68.96667,33.08333,1,26.37,3.37,32.53,6.55
4714,6188,0.011401263,Larvik,Helguvik,NOR,ISL,59.05,10.03333,64.38333,-21.46667,1,8.27,4.85,28.21,19.36
4992,5241,0.011234969,Cagliari,Murmansk,ITA,RUS,39.2,9.08333,68.96667,33.08333,1,18.56,3.37,37.91,6.55
3716,53,0.010731012,New Haven,Grundartangi,USA,ISL,41.25,-72.9,64.35,-21.78333,1,12.21,5.13,30.33,24.33
4015,5082,0.010693005,Slagen,Tromso,NOR,NOR,59.31667,10.53333,69.65,18.96667,21,8.11,4.14,27.23,12.35
2945,3469,0.010523224,Falmouth,Hammerfest,GBR,NOR,50.16667,-5.05,70.66667,23.66667,2,12.62,6.16,35.24,34.44
5808,1142,0.010405649,Stavanger,Torshavn,NOR,FRO,58.96667,5.73333,62,-6.75,83,8.9,8.39,30.8,35.17
2993,5082,0.010161208,Hamburg,Tromso,DEU,NOR,53.55,9.96667,69.65,18.96667,18,10.61,4.14,25.09,12.35
731,173,0.009805762,Gibraltar,Glomfjord,GIB,NOR,36.15,-5.33333,66.81667,13.61667,6,17.78,7.52,36.43,17.19
4065,53,0.009672063,Liepaja,Grundartangi,LVA,ISL,56.51667,21.01667,64.35,-21.78333,5,8.78,5.13,8.29,24.33
5263,5494,0.009572002,Tacoma,Dutch Hbr.,USA,USA,47.25,-122.41667,53.9,-166.53333,47,12.44,5.94,28.93,32.51
944,5494,0.009428183,Vladivostok,Dutch Hbr.,RUS,USA,43.11667,131.88333,53.9,-166.53333,20,7.24,5.94,33.47,32.51
2487,53,0.009238684,Castellon,Grundartangi,ESP,ISL,39.96667,0.01667,64.35,-21.78333,2,18.5,5.13,37.76,24.33
4008,5241,0.009043909,Durban,Murmansk,ZAF,RUS,-29.86667,31.03333,68.96667,33.08333,1,23.67,3.37,35.29,6.55
1565,5241,0.00900465,Come by Chance,Murmansk,CAN,RUS,47.8,-54.01667,68.96667,33.08333,2,6.37,3.37,31.6,6.55
1219,3469,0.008873295,Altamira,Hammerfest,MEX,NOR,22.48333,-97.88333,70.66667,23.66667,2,25.69,6.16,36.07,34.44
2239,2395,0.00846149,Haugesund,Grundarfjordur,NOR,ISL,59.41667,5.26667,64.91667,-23.21667,1,9.22,5.29,26.52,33.95
3983,5494,0.008439963,Dalian,Dutch Hbr.,CHN,USA,38.91667,121.68333,53.9,-166.53333,14,12.92,5.94,30.82,32.51
2733,53,0.008183267,Cartagena(COL),Grundartangi,COL,ISL,10.41667,-75.53333,64.35,-21.78333,1,28.19,5.13,35.18,24.33
843,9697,0.008046531,Amsterdam,Leknes,NLD,NOR,52.36667,4.9,68.1333,13.6167,2,11.22,7.35,9.95,32.4
4136,5066,0.007641931,Halden,Harstad,NOR,NOR,59.11667,11.36667,68.8,16.55,1,7.96,7,27.36,33.69
3549,5241,0.007619234,Donges,Murmansk,FRA,RUS,47.3,-2.06667,68.96667,33.08333,2,13.9,3.37,10.62,6.55
3595,5241,0.007569575,Alexandria(EGY),Murmansk,EGY,RUS,31.18333,29.86667,68.96667,33.08333,2,21.82,3.37,38.71,6.55
2015,3218,0.007452387,Kirkwall,Reykjavik,GBR,ISL,59,-2.98333,64.14972,-21.9475,14,9.55,6.52,34.86,34.7
6495,3469,0.007414765,Escombreras,Hammerfest,ESP,NOR,37.55,-0.96667,70.66667,23.66667,1,18.91,6.16,37.24,34.44
1501,3469,0.007267943,Port de Bouc,Hammerfest,FRA,NOR,43.4,4.98333,70.66667,23.66667,1,16.63,6.16,37.7,34.44
4023,3469,0.007124028,Ferrol,Hammerfest,ESP,NOR,43.46667,-8.26667,70.66667,23.66667,1,15.85,6.16,23.11,34.44
1697,4729,0.007066738,Bremerhaven,Narvik,DEU,NOR,53.55,8.58333,68.43333,17.43333,8,10.74,3.55,27.33,4.16
2979,5610,0.006985018,Port Esquivel,Straumsvik,JAM,ISL,17.88333,-77.13333,64.05,-22.05,1,27.25,7.39,35.75,34.7
1269,173,0.00697294,Yuzhnyy,Glomfjord,UKR,NOR,46.6,31.01667,66.81667,13.61667,2,11.85,7.52,16.01,17.19
7872,5494,0.006965882,Mawan,Dutch Hbr.,CHN,USA,22.48333,113.86667,53.9,-166.53333,1,24.08,5.94,32.82,32.51
4015,5066,0.006958172,Slagen,Harstad,NOR,NOR,59.31667,10.53333,68.8,16.55,14,8.11,7,27.23,33.69
2399,2654,0.006808607,Mosjoen,Reydharfjordur,NOR,ISL,65.83333,13.18333,65.0333,-14.2167,41,5.71,6.015,8.56,34.471
4640,5082,0.006741713,Southampton,Tromso,GBR,NOR,50.9,-1.4,69.65,18.96667,5,12.36,4.14,21.88,12.35
2753,3469,0.006709157,Isle of Grain,Hammerfest,GBR,NOR,51.43333,0.7,70.66667,23.66667,1,12.17,6.16,18.23,34.44
8435,3469,0.006576306,Pecem,Hammerfest,BRA,NOR,-3.55,-38.81667,70.66667,23.66667,1,27.33,6.16,36.09,34.44
3052,5610,0.0065665,Aughinish Is.,Straumsvik,IRL,ISL,52.63333,-9.05,64.05,-22.05,4,11.76,7.39,7.64,34.7
5393,3218,0.006529376,St. Petersburg,Reykjavik,RUS,ISL,59.93333,30.3,64.14972,-21.9475,20,7.16,6.52,5,34.7
944,3772,0.006519508,Vladivostok,Egvekinot,RUS,RUS,43.11667,131.88333,66.33333,-179.03333,11,7.24,0.03,33.47,31.41
2339,3469,0.006462237,Hoboken,Hammerfest,BEL,NOR,51.16667,4.33333,70.66667,23.66667,4,12.09,6.16,0.07,34.44
9622,3469,0.006446087,Penuelas,Hammerfest,PRI,NOR,18.00194,-66.75083,70.66667,23.66667,1,24.73,6.16,35.25,34.44
2442,5494,0.00644416,Shiogama,Dutch Hbr.,JPN,USA,38.31667,141.03333,53.9,-166.53333,27,13.92,5.94,33.57,32.51
1697,5082,0.006434284,Bremerhaven,Tromso,DEU,NOR,53.55,8.58333,69.65,18.96667,23,10.74,4.14,27.33,12.35
5513,7939,0.006413881,Dunkirk,Vitino,FRA,RUS,51.05,2.35,66.9,32.33333,2,11.61,2.98,34.35,21.66
4996,53,0.006271435,Bremanger,Grundartangi,NOR,ISL,61.85,4.95,64.35,-21.78333,1,8.97,5.13,16.46,24.33
1857,5494,0.006265958,San Diego,Dutch Hbr.,USA,USA,32.70528,-117.13778,53.9,-166.53333,1,19.23,5.94,19.96,32.51
2945,3960,0.006209533,Falmouth,Dudinka,GBR,RUS,50.16667,-5.05,69.4,86.16667,1,12.62,0,35.24,0
603,3469,0.006193332,Rio de Janeiro,Hammerfest,BRA,NOR,-22.91667,-43.2,70.66667,23.66667,1,24.1,6.16,26.9,34.44
3695,3218,0.006149719,Trondheim,Reykjavik,NOR,ISL,63.43333,10.4,64.14972,-21.9475,6,6.98,6.52,3.06,34.7
2561,3218,0.006117793,Hampton Roads,Reykjavik,USA,ISL,36.9667,-76.3667,64.14972,-21.9475,29,15.602,6.52,23.096,34.7
5808,3218,0.006032414,Stavanger,Reykjavik,NOR,ISL,58.96667,5.73333,64.14972,-21.9475,15,8.9,6.52,30.8,34.7
576,9929,0.005999058,Antwerp,Sjovegan,BEL,NOR,51.24472,4.41139,68.9,17.8,1,11.97,6.416,0.31,33.464
135,4364,0.005972718,Loch Ewe,Kirkenes,GBR,NOR,57.8133,-5.6411,69.73333,30.05,1,10.02,5.23,34.398,16.25
818,2376,0.00590455,Vostochnyy,Anadyr,RUS,RUS,42.75,133.06667,64.73333,177.53333,8,7.98,0.24,33.69,28.25
2559,3218,0.005841143,Varberg,Reykjavik,SWE,ISL,57.1,12.25,64.14972,-21.9475,22,9.65,6.52,19.44,34.7
830,2186,0.005680878,Rotterdam,Nuuk,NLD,GRL,51.9,4.48333,64.16667,-51.73333,1,11.4,1.37,1.78,32.31
2531,8553,0.005661899,Esbjerg,Kopavogur,DNK,ISL,55.46667,8.43333,64.1,-21.88333,44,9.84,6.52,30.65,34.7
1949,4414,0.005623841,Kiel,Honningsvaag,DEU,NOR,54.31667,10.13333,70.98333,25.98333,3,10.32,6.02,15.94,34.34
9595,3469,0.005603959,Revithousa,Hammerfest,GRC,NOR,37.95917,23.40361,70.66667,23.66667,1,19.4,6.16,38.55,34.44
830,3509,0.005603959,Rotterdam,North Cape,NLD,NOR,51.9,4.48333,71.16667,25.76667,1,11.4,6.01,1.78,34.42
6424,3218,0.005594453,Borg Hbr.,Reykjavik,NOR,ISL,59.2,10.95,64.14972,-21.9475,15,8.16,6.52,27.36,34.7
8710,53,0.005510143,Arabi,Grundartangi,USA,ISL,29.95,-90,64.35,-21.78333,5,22.26,5.13,0,24.33
4977,5494,0.005500727,Los Angeles,Dutch Hbr.,USA,USA,33.71667,-118.26667,53.9,-166.53333,18,17,5.94,33.48,32.51
1995,3218,0.005483052,Greenock,Reykjavik,GBR,ISL,55.95,-4.73333,64.14972,-21.9475,2,9.69,6.52,11.58,34.7
3739,5241,0.00543578,Odense,Murmansk,DNK,RUS,55.41667,10.38333,68.96667,33.08333,1,10.06,3.37,17.15,6.55
3646,5082,0.005406513,Harwich,Tromso,GBR,NOR,51.95,1.28333,69.65,18.96667,7,11.25,4.14,34.58,12.35
2762,464,0.00535718,Aalborg,Sisimiut,DNK,GRL,57.05,9.91667,66.95,-53.68333,13,9.57,1.69,27.65,33.1
3649,3218,0.005346584,Aalesund,Reykjavik,NOR,ISL,62.46667,6.16667,64.14972,-21.9475,3,8.03,6.52,33.17,34.7
5135,3218,0.005288231,Gdynia,Reykjavik,POL,ISL,54.53333,18.55,64.14972,-21.9475,3,8.89,6.52,7.52,34.7
3444,5494,0.005243604,Nakhodka,Dutch Hbr.,RUS,USA,42.8,132.9,53.9,-166.53333,19,8.11,5.94,33.66,32.51
5802,5494,0.005215387,Tokyo,Dutch Hbr.,JPN,USA,35.68333,139.73333,53.9,-166.53333,21,17.49,5.94,11.14,32.51
3696,53,0.005192429,Sheet Hbr.,Grundartangi,CAN,ISL,44.85,-62.45,64.35,-21.78333,4,7.8,5.13,31.12,24.33
5579,3469,0.005112658,Hamble,Hammerfest,GBR,NOR,50.81667,-1.3,70.66667,23.66667,1,12.58,6.16,35.06,34.44
830,8553,0.005024736,Rotterdam,Kopavogur,NLD,ISL,51.9,4.48333,64.1,-21.88333,32,11.4,6.52,1.78,34.7
1697,3218,0.005017733,Bremerhaven,Reykjavik,DEU,ISL,53.55,8.58333,64.14972,-21.9475,10,10.74,6.52,27.33,34.7
3523,53,0.005004735,Davant,Grundartangi,USA,ISL,29.6,-89.85,64.35,-21.78333,7,22.21,5.13,0,24.33
181,4729,0.004997512,Casablanca,Narvik,MAR,NOR,33.61667,-7.6,68.43333,17.43333,1,19.35,3.55,36.41,4.16
4844,5610,0.004972755,Marin,Straumsvik,ESP,ISL,42.4,-8.7,64.05,-22.05,3,15.92,7.39,15.87,34.7
2782,5241,0.004972301,Port Everglades,Murmansk,USA,RUS,26.1,-80.11667,68.96667,33.08333,2,26.93,3.37,36.12,6.55
1529,7939,0.004916132,Skoldvik,Vitino,FIN,RUS,60.3,25.55,66.9,32.33333,1,6.76,2.98,5.31,21.66
3124,5082,0.004903642,Lerwick,Tromso,GBR,NOR,60.15,-1.13333,69.65,18.96667,27,9.54,4.14,35.22,12.35
